promoter_name	chr	start	end
NM_001385200.1	19	10491249	10492248
NM_001385202.1	19	10491249	10492248
NM_001385207.1	19	10491249	10492248
NM_001385206.1	19	10491249	10492248
NM_001385201.1	19	10491249	10492248
NM_001385205.1	19	10491249	10492248
NM_001406461.1	19	10491249	10492248
NM_001385199.1	19	10491249	10492248
NM_145045.5	19	11545943	11546942
NM_001302454.2	19	11545943	11546942
NM_001302453.1	19	11546604	11547603
NM_152601.4	19	12595631	12596630
NM_004146.6	19	14682879	14683878
NM_007253.4	19	15725029	15726028
NM_015321.3	19	18793490	18794489
NM_001098482.2	19	18793490	18794489
NR_171023.1	19	19886383	19887382
NM_001099269.3	19	19932560	19933559
NM_001145404.2	19	19932560	19933559
NM_001355197.2	19	20958110	20959109
NM_001256648.2	19	22034868	22035867
NM_001256649.2	19	22034868	22035867
NM_001256650.2	19	22034868	22035867
NM_001256653.2	19	22034868	22035867
NM_001256651.2	19	22034868	22035867
NM_001244038.2	19	24096688	24097687
NM_001348687.2	19	24096688	24097687
NR_146735.1	19	28283339	28284338
NR_146734.1	19	28283339	28284338
NR_146733.1	19	28283339	28284338
NR_146736.1	19	28283803	28284802
NM_001320913.2	19	35644638	35645637
NM_014164.6	19	35644638	35645637
NM_001320912.2	19	35644638	35645637
NM_144779.3	19	35644638	35645637
NM_001164605.2	19	35644638	35645637
NR_028406.2	19	35644638	35645637
NM_001042474.2	19	36705987	36706986
NM_152477.5	19	36705568	36706567
NM_001366189.1	19	36704482	36705481
NM_001366190.1	19	36705568	36706567
NM_001366188.1	19	36736831	36737830
NR_110718.1	19	37741787	37742786
NR_110719.1	19	37741787	37742786
NR_110720.2	19	37741813	37742812
NM_001039671.3	19	38806421	38807420
NM_001145461.2	19	38806421	38807420
NM_001145462.2	19	38806421	38807420
NM_001039672.3	19	38806588	38807587
NM_001145463.2	19	38806588	38807587
NM_001039673.3	19	38806588	38807587
NM_001303614.2	19	39832061	39833060
NM_001384577.1	19	39832061	39833060
NM_001384592.1	19	39832061	39833060
NM_001384569.1	19	39832061	39833060
NM_001384565.1	19	39832061	39833060
NM_001384590.1	19	39832061	39833060
NM_001384583.1	19	39832061	39833060
NM_001384589.1	19	39832061	39833060
NM_001384595.1	19	39832061	39833060
NM_001384566.1	19	39832061	39833060
NM_001384584.1	19	39832061	39833060
NM_001384575.1	19	39832061	39833060
NM_001384591.1	19	39832061	39833060
NM_001384580.1	19	39832061	39833060
NM_001384576.1	19	39832061	39833060
NM_001384587.1	19	39832061	39833060
NM_001384588.1	19	39832061	39833060
NM_001384586.1	19	39832061	39833060
NM_001384571.1	19	39832061	39833060
NM_001384570.1	19	39832061	39833060
NM_001384581.1	19	39832061	39833060
NM_001384573.1	19	39832061	39833060
NM_001384593.1	19	39832061	39833060
NM_001384568.1	19	39832061	39833060
NM_001384582.1	19	39832061	39833060
NM_001384578.1	19	39832061	39833060
NM_001384585.1	19	39832061	39833060
NM_018028.4	19	39832061	39833060
NM_001384594.1	19	39832061	39833060
NM_001384574.2	19	39832061	39833060
NR_169274.1	19	39832061	39833060
NR_169271.1	19	39832061	39833060
NR_169273.1	19	39832061	39833060
NR_169272.1	19	39832061	39833060
NM_144685.5	19	40896089	40897088
NR_073180.1	19	42900300	42901299
NR_073179.1	19	42926907	42927906
NM_001394237.1	19	44036340	44037339
NM_174945.3	19	44036340	44037339
NM_001352054.2	19	46142656	46143655
NM_012155.4	19	46142656	46143655
NM_001352051.2	19	46142656	46143655
NM_001193269.2	19	46146988	46147987
NM_001352053.2	19	46146988	46147987
NM_001193268.3	19	46148861	46149860
NM_001352052.1	19	46148888	46149887
NR_147903.2	19	46146988	46147987
NR_147902.2	19	46146988	46147987
NR_147900.2	19	46148622	46149621
NR_147899.2	19	46148622	46149621
NR_147901.2	19	46148622	46149621
NM_001079882.2	19	47217578	47218577
NM_016457.5	19	47220372	47221371
NM_001079880.2	19	47220372	47221371
NM_001079881.2	19	47220372	47221371
NM_014601.4	19	48215679	48216678
NM_001256080.2	19	51375695	51376694
NM_005551.5	19	51375695	51376694
NM_001002231.3	19	51375695	51376694
NR_045762.2	19	51375695	51376694
NR_045763.2	19	51375695	51376694
NR_003578.1	19	53496785	53497784
NM_138412.4	19	55580889	55581888
NM_001002836.4	19	56632665	56633664
NM_001351682.2	19	56632665	56633664
NM_001012729.2	19	57678854	57679853
NM_194460.3	19	663215	664214
NM_001366018.1	19	663215	664214
NM_032551.5	19	916333	917332
NM_020695.4	19	1848483	1849482
NM_001319.7	19	1940171	1941170
NM_032482.3	19	2162932	2163931
NM_001411141.1	19	2162932	2163931
NM_052847.3	19	2702693	2703692
NM_001300846.2	19	3029279	3030278
NM_003260.5	19	3029279	3030278
NM_001144762.2	19	3029621	3030620
NM_001144761.2	19	3047634	3048633
NM_001172673.2	19	3223659	3224658
NM_021938.4	19	3223659	3224658
NR_033342.2	19	3224276	3225275
NM_001245005.2	19	3358628	3359627
NM_205843.3	19	3358628	3359627
NM_005597.4	19	3365581	3366580
NM_001245004.2	19	3365581	3366580
NM_001245002.2	19	3365581	3366580
NM_012398.3	19	3700467	3701466
NM_001195733.2	19	3700467	3701466
NM_001300849.2	19	3700467	3701466
NM_002378.4	19	3801798	3802797
NM_001317990.2	19	4065528	4066527
NM_015898.4	19	4066898	4067897
NM_017720.3	19	4338825	4339824
NM_001013841.2	19	4338825	4339824
NM_025241.3	19	4457792	4458791
NM_001384611.1	19	4720365	4721364
NM_001384614.1	19	4720406	4721405
NM_001384628.1	19	4722786	4723785
NM_001384613.1	19	4723176	4724175
NM_001384627.1	19	4723855	4724854
NM_001384612.1	19	4723855	4724854
NM_001384621.1	19	4723855	4724854
NM_001384624.1	19	4723855	4724854
NM_001384626.1	19	4723855	4724854
NM_001384623.1	19	4723855	4724854
NM_001384625.1	19	4723855	4724854
NM_001384629.1	19	4723855	4724854
NM_139159.5	19	4723855	4724854
NM_001384622.1	19	4723855	4724854
NM_001384617.1	19	4723855	4724854
NM_001384630.1	19	4723855	4724854
NM_001384618.1	19	4723855	4724854
NM_001384620.1	19	4723855	4724854
NM_001384631.1	19	4723855	4724854
NM_001384619.1	19	4723855	4724854
NM_001384615.1	19	4723855	4724854
NR_169286.1	19	4723855	4724854
NR_169287.1	19	4723855	4724854
NR_158699.2	19	4723855	4724854
NR_169283.1	19	4723855	4724854
NR_169291.1	19	4723855	4724854
NR_169284.1	19	4723855	4724854
NR_169290.1	19	4723855	4724854
NR_169289.1	19	4723855	4724854
NR_169285.1	19	4723855	4724854
NM_001384616.1	19	4723855	4724854
NM_001384636.1	19	4723855	4724854
NM_001384632.1	19	4723855	4724854
NM_001384633.1	19	4723855	4724854
NM_001365987.2	19	4723855	4724854
NM_001384634.1	19	4723855	4724854
NM_001384637.1	19	4723855	4724854
NM_001384638.1	19	4723855	4724854
NM_001384635.1	19	4723855	4724854
NR_169288.1	19	4723855	4724854
NR_169292.1	19	4723855	4724854
NM_005817.5	19	4867680	4868679
NM_001164189.2	19	4867680	4868679
NM_001164194.2	19	4867680	4868679
NM_001370094.1	19	4968124	4969123
NM_001370093.1	19	4968124	4969123
NM_015015.3	19	4968124	4969123
NM_001411148.1	19	4987576	4988575
NM_001320571.2	19	5622094	5623093
NM_001201340.2	19	5622094	5623093
NM_001320572.2	19	5622094	5623093
NM_001201339.2	19	5622094	5623093
NM_002967.4	19	5622094	5623093
NM_001201338.2	19	5622094	5623093
NM_152784.4	19	5719648	5720647
NM_001193375.3	19	5903802	5904801
NM_175614.5	19	5903802	5904801
NR_034166.3	19	5903802	5904801
NM_000635.4	19	6110512	6111511
NM_134433.3	19	6110512	6111511
NR_187772.1	19	6199536	6200535
NM_001289180.2	19	6134644	6135643
NM_001289178.2	19	6134678	6135677
NM_001321384.2	19	6134678	6135677
NM_001289179.2	19	6134678	6135677
NM_030924.5	19	6134678	6135677
NM_001289177.2	19	6134678	6135677
NM_001366299.1	19	6424823	6425822
NM_003685.3	19	6424823	6425822
NM_001366300.1	19	6424823	6425822
NM_000064.4	19	6720662	6721661
NM_001258207.2	19	6771719	6772718
NM_001258206.2	19	6771719	6772718
NM_005428.4	19	6771719	6772718
NM_001044387.2	19	7068714	7069713
NM_001044388.2	19	7068714	7069713
NM_024341.3	19	7068714	7069713
NM_000208.4	19	7294426	7295425
NM_001079817.3	19	7294426	7295425
NM_001367823.1	19	7412842	7413841
NM_015318.4	19	7459031	7460030
NM_001367824.1	19	7459031	7460030
NM_006702.5	19	7598050	7599049
NM_001166112.2	19	7598128	7599127
NM_001166111.2	19	7598625	7599624
NM_001166113.1	19	7598636	7599635
NM_001166114.2	19	7599603	7600602
NM_006351.4	19	8008552	8009551
NM_001394634.1	19	8116225	8117224
NM_001394635.1	19	8116225	8117224
NM_001394636.1	19	8116225	8117224
NM_001394638.1	19	8116225	8117224
NM_001394637.1	19	8116225	8117224
NM_001201359.2	19	8116644	8117643
NM_005624.4	19	8116644	8117643
NM_001297418.2	19	8508859	8509858
NM_031203.4	19	8508859	8509858
NM_005968.5	19	8508859	8509858
NM_001282352.2	19	8657101	8658100
NM_030957.4	19	8675601	8676600
NM_001378600.1	19	8739083	8740082
NM_001378599.1	19	8739083	8740082
NM_001378601.1	19	8764017	8765016
NM_024690.2	19	9092019	9093018
NM_001414687.1	19	9092028	9093027
NM_001401501.2	19	9121086	9122085
NM_001414686.1	19	9176428	9177427
NR_187774.1	19	9819336	9820335
NM_015719.4	19	10121181	10122180
NM_001040664.3	19	10216038	10217037
NM_001198690.2	19	10216038	10217037
NM_002566.5	19	10221369	10222368
NM_001145056.2	19	10712131	10713130
NM_020428.4	19	10735229	10736228
NM_001363611.2	19	10735229	10736228
NM_001005362.3	19	10827755	10828754
NM_001005361.3	19	10827755	10828754
NM_004945.4	19	10827755	10828754
NM_001190716.2	19	10827755	10828754
NM_001005360.3	19	10827755	10828754
NM_001370088.1	19	10981229	10982228
NM_199141.2	19	10981229	10982228
NM_001370089.1	19	10982105	10983104
NM_001374457.1	19	11070706	11071705
NM_001411150.1	19	11070706	11071705
NM_001387283.1	19	11070706	11071705
NM_001128847.4	19	11070706	11071705
NM_003072.5	19	11070706	11071705
NM_001128849.3	19	11070706	11071705
NM_001128844.3	19	11070706	11071705
NR_164683.1	19	11070706	11071705
NM_001128848.2	19	11093800	11094799
NM_001128846.2	19	11093800	11094799
NM_001128845.2	19	11093800	11094799
NM_001363673.3	19	11666283	11667282
NM_001363675.4	19	11670046	11671045
NM_001363674.4	19	11670046	11671045
NM_032377.4	19	11670046	11671045
NR_028594.1	19	11783813	11784812
NM_152357.3	19	11924088	11925087
NM_144566.3	19	12034922	12035921
NM_001271848.2	19	12034922	12035921
NM_001136501.3	19	12174546	12175545
NR_134326.2	19	12174546	12175545
NR_171708.1	19	12304830	12305829
NM_020714.3	19	12721628	12722627
NM_024038.4	19	12845499	12846498
NM_001329738.2	19	12845499	12846498
NM_001329739.2	19	12845499	12846498
NR_138095.2	19	12845499	12846498
NM_014975.3	19	12948329	12949328
NM_001365982.2	19	13105289	13106288
NM_002501.4	19	13105289	13106288
NM_001365902.3	19	13105289	13106288
NM_052876.4	19	13228078	13229077
NM_023035.3	19	13617294	13618293
NM_000068.4	19	13617294	13618293
NM_001174080.2	19	13617294	13618293
NM_001127221.2	19	13617294	13618293
NM_001127222.2	19	13617294	13618293
NM_001411138.1	19	14016014	14017013
NM_017721.5	19	14016014	14017013
NM_004843.4	19	14141574	14142573
NM_001008701.3	19	14316982	14317981
NM_014921.5	19	14316982	14317981
NR_134908.1	19	14474803	14475802
NM_002741.5	19	14543118	14544117
NM_001352243.2	19	14799860	14800859
NM_032433.4	19	14799860	14800859
NM_001352244.2	19	14799860	14800859
NM_001352241.2	19	14799860	14800859
NM_001352240.2	19	14799860	14800859
NM_001352239.2	19	14799860	14800859
NM_001300912.2	19	14799860	14800859
NM_001370485.4	19	14945998	14946997
NM_001370481.1	19	14945998	14946997
NM_001370482.1	19	14945998	14946997
NM_001370483.1	19	14945998	14946997
NM_017506.2	19	14945998	14946997
NM_001370480.1	19	14945998	14946997
NM_005071.3	19	15090677	15091676
NM_001384669.1	19	15090677	15091676
NR_073589.2	19	15121456	15122455
NM_001384670.1	19	15090677	15091676
NM_001384671.1	19	15090677	15091676
NM_001272087.2	19	15090677	15091676
NM_001272088.2	19	15090677	15091676
NM_005858.4	19	15490599	15491598
NM_001082.5	19	16008885	16009884
NM_032855.4	19	16243838	16244837
NR_111904.2	19	16243838	16244837
NR_111903.1	19	16243838	16244837
NR_163150.1	19	16243838	16244837
NM_001258374.3	19	16582782	16583781
NR_047665.2	19	16582782	16583781
NM_021235.3	19	16582782	16583781
NM_001258375.2	19	16582782	16583781
NR_047666.1	19	16582824	16583823
NM_001258376.2	19	16582782	16583781
NM_006387.6	19	16653249	16654248
NM_001007525.5	19	16829658	16830657
NM_001290355.3	19	16829658	16830657
NM_001347994.1	19	16841003	16842002
NM_015692.5	19	17137621	17138620
NM_033417.2	19	17186263	17187262
NM_001011699.1	19	17186344	17187343
NM_004145.4	19	17185587	17186586
NM_001130065.2	19	17185587	17186586
NM_024050.6	19	17419372	17420371
NM_000215.4	19	17958792	17959791
NM_002248.5	19	18061099	18062098
NM_001386976.1	19	18062066	18063065
NM_001386977.1	19	18076916	18077915
NM_001386974.1	19	18076916	18077915
NM_001386975.1	19	18076916	18077915
NR_170374.1	19	18076916	18077915
NR_170373.1	19	18076916	18077915
NM_001393520.1	19	18207588	18208587
NM_001393515.1	19	18207588	18208587
NM_001393518.1	19	18207588	18208587
NM_001393512.1	19	18207588	18208587
NM_001393509.1	19	18207588	18208587
NM_015016.2	19	18207588	18208587
NM_001393514.1	19	18207588	18208587
NM_001393516.1	19	18207588	18208587
NM_001393508.1	19	18207588	18208587
NM_001393504.1	19	18207588	18208587
NM_001393502.1	19	18207588	18208587
NM_001393501.1	19	18207588	18208587
NM_000923.6	19	18359011	18360010
NM_001414480.1	19	18366173	18367172
NM_006532.4	19	18632881	18633880
NM_001492.6	19	19006968	19007967
NM_001387438.1	19	19006968	19007967
NM_001387440.1	19	19006968	19007967
NM_021267.5	19	19006968	19007967
NM_001387444.1	19	19006968	19007967
NM_001387445.1	19	19006968	19007967
NM_198207.3	19	19006968	19007967
NM_001387439.1	19	19006968	19007967
NM_001387441.1	19	19006968	19007967
NM_001290265.2	19	19007792	19008791
NM_001387442.1	19	19007792	19008791
NM_001387443.1	19	19007792	19008791
NM_001321699.1	19	19144381	19145380
NM_001321698.1	19	19144381	19145380
NM_001017392.5	19	19144327	19145326
NM_014884.5	19	19144327	19145326
NM_001352071.2	19	19144654	19145653
NM_001321697.2	19	19144654	19145653
NR_147913.2	19	19144327	19145326
NR_147914.2	19	19144327	19145326
NR_147915.2	19	19144654	19145653
NM_001145785.2	19	19281073	19282072
NM_001367282.1	19	19281073	19282072
NM_005919.4	19	19302962	19303961
NR_027307.2	19	19302962	19303961
NR_027308.2	19	19302962	19303961
NM_172231.4	19	19431319	19432318
NM_001384540.1	19	19495652	19496651
NM_001384530.1	19	19495652	19496651
NM_001384535.1	19	19495652	19496651
NM_001384519.1	19	19495652	19496651
NM_001384541.1	19	19495652	19496651
NM_001384539.1	19	19495652	19496651
NM_001384538.1	19	19495652	19496651
NM_017660.5	19	19495652	19496651
NM_001359631.2	19	19495652	19496651
NM_001384513.1	19	19495652	19496651
NM_001384537.1	19	19495652	19496651
NM_001384529.1	19	19495652	19496651
NM_001384518.1	19	19495652	19496651
NM_001384515.1	19	19495652	19496651
NM_001384511.1	19	19495652	19496651
NM_001300946.3	19	19495652	19496651
NM_001384522.1	19	19495652	19496651
NM_001384521.1	19	19495652	19496651
NM_001384531.1	19	19495652	19496651
NM_001384516.1	19	19495652	19496651
NM_001384534.1	19	19495652	19496651
NM_001384517.1	19	19495652	19496651
NM_001384523.1	19	19495652	19496651
NM_001384512.1	19	19495652	19496651
NM_001384514.1	19	19495652	19496651
NR_169268.1	19	19495652	19496651
NM_001384527.1	19	19515484	19516483
NM_001384532.1	19	19515484	19516483
NM_001384536.1	19	19515484	19516483
NM_001384528.1	19	19515484	19516483
NM_001384524.1	19	19515484	19516483
NM_001384533.1	19	19515484	19516483
NM_001384525.1	19	19515484	19516483
NM_001384526.1	19	19515484	19516483
NM_001300949.2	19	19777962	19778961
NM_033204.4	19	19778648	19779647
NM_001076675.3	19	20844378	20845377
NM_145297.4	19	20844378	20845377
NM_001172671.2	19	21202463	21203462
NM_025189.4	19	21202463	21203462
NM_133473.4	19	21323843	21324842
NM_001319126.2	19	21323843	21324842
NM_001319127.2	19	21323843	21324842
NM_001319124.2	19	21323843	21324842
NR_138052.2	19	21323843	21324842
NR_138053.2	19	21323843	21324842
NM_001297560.2	19	21512213	21513212
NM_021269.3	19	21512213	21513212
NM_001297561.2	19	21512213	21513212
NR_187817.1	19	21646707	21647706
NR_187815.1	19	21646707	21647706
NR_187816.1	19	21646707	21647706
NM_001329971.2	19	22193746	22194745
NM_001329974.2	19	22193746	22194745
NM_001329973.1	19	22193746	22194745
NM_001329972.1	19	22193746	22194745
NM_007153.3	19	22193746	22194745
NR_160727.1	19	22715288	22716287
NR_160728.1	19	22715288	22716287
NR_135233.1	19	22806774	22807773
NM_001080409.3	19	22966954	22967953
NR_110746.1	19	23206500	23207499
NR_126448.1	19	23598877	23599876
NR_126449.1	19	23598877	23599876
NM_138330.3	19	23870015	23871014
NR_170714.1	19	23940298	23941297
NM_001387846.1	19	23944806	23945805
NM_001387845.1	19	23944806	23945805
NM_001355283.3	19	23944806	23945805
NM_001355287.3	19	23944806	23945805
NR_149352.3	19	23944806	23945805
NR_170709.1	19	23944806	23945805
NR_170710.1	19	23944806	23945805
NR_149350.3	19	23944806	23945805
NR_170708.1	19	23944806	23945805
NR_149351.3	19	23944806	23945805
NR_170713.1	19	23944806	23945805
NR_170712.1	19	23944806	23945805
NR_170711.1	19	23944806	23945805
NM_001278663.2	19	24215251	24216250
NM_001278661.2	19	24215251	24216250
NM_001278677.2	19	24215251	24216250
NR_110759.1	19	29218602	29219601
NR_135636.1	19	29096595	29097594
NR_040029.2	19	30016658	30017657
NM_001376110.1	19	30715499	30716498
NM_001376111.1	19	30718417	30719416
NM_014717.3	19	30862291	30863290
NM_001352260.2	19	30862291	30863290
NR_138036.2	19	31840343	31841342
NR_138035.2	19	31840343	31841342
NM_001172774.2	19	32895676	32896675
NM_207325.3	19	32896031	32897030
NM_032139.3	19	33166087	33167086
NM_001366102.1	19	33209673	33210672
NM_032816.5	19	33462865	33463864
NM_002333.4	19	33684236	33685235
NM_000285.4	19	34012698	34013697
NM_001166056.2	19	34012698	34013697
NM_001166057.2	19	34012698	34013697
NM_001127896.2	19	34111859	34112858
NM_001127895.2	19	34111859	34112858
NM_022467.3	19	34174434	34175433
NM_001184722.1	19	34854645	34855644
NM_001289789.1	19	34854645	34855644
NM_001329910.1	19	34854897	34855896
NM_001329909.1	19	34854897	34855896
NM_001289790.3	19	34855101	34856100
NM_001329911.2	19	34855101	34856100
NM_000175.5	19	34855101	34856100
NM_001080436.2	19	34971663	34972662
NR_146880.2	19	35168065	35169064
NR_170975.1	19	35168065	35169064
NR_170965.1	19	35168065	35169064
NR_170962.1	19	35168065	35169064
NR_170966.1	19	35168065	35169064
NR_170967.1	19	35168065	35169064
NR_170969.1	19	35168065	35169064
NR_170968.1	19	35168065	35169064
NR_170964.1	19	35168065	35169064
NR_170963.1	19	35168065	35169064
NR_027620.4	19	35168065	35169064
NR_170961.1	19	35168065	35169064
NR_170960.1	19	35168065	35169064
NR_170959.1	19	35168065	35169064
NR_170958.1	19	35168065	35169064
NR_170957.1	19	35168065	35169064
NR_170948.1	19	35168065	35169064
NM_001025591.4	19	35168065	35169064
NR_170951.1	19	35158331	35159330
NR_170950.1	19	35158331	35159330
NR_170949.1	19	35158819	35159818
NR_170947.1	19	35168065	35169064
NR_170946.1	19	35168065	35169064
NM_001007248.3	19	35264121	35265120
NR_187844.1	19	35396044	35397043
NR_046222.2	19	35396044	35397043
NM_000704.3	19	36054561	36055560
NM_001411147.1	19	36544799	36545798
NM_001411145.1	19	36544799	36545798
NM_001411146.1	19	36544799	36545798
NM_173636.5	19	36544799	36545798
NM_001083961.2	19	36544799	36545798
NM_001297619.2	19	36870104	36871103
NM_020917.3	19	36870104	36871103
NM_032838.4	19	36980338	36981337
NM_001145345.1	19	36980464	36981463
NM_001300970.2	19	36980464	36981463
NM_001145343.1	19	36980464	36981463
NM_001145344.1	19	36980464	36981463
NM_001145649.2	19	37096160	37097159
NM_001145650.2	19	37096160	37097159
NR_027239.2	19	37096160	37097159
NM_003419.5	19	37340267	37341266
NM_001242472.2	19	37340778	37341777
NM_001242474.2	19	37340778	37341777
NR_038362.2	19	37340778	37341777
NM_001242475.2	19	37341551	37342550
NM_001242476.2	19	37341551	37342550
NM_001204839.2	19	37406234	37407233
NM_001204838.2	19	37406234	37407233
NM_001329519.1	19	37568124	37569123
NM_001329520.1	19	37568124	37569123
NM_001329518.1	19	37568124	37569123
NM_001329517.1	19	37568124	37569123
NM_001329516.3	19	37568335	37569334
NM_001329522.3	19	37568335	37569334
NM_001329515.3	19	37568335	37569334
NM_001329524.3	19	37568335	37569334
NM_001329521.3	19	37568335	37569334
NM_144689.5	19	37568335	37569334
NM_032453.2	19	37861001	37862000
NM_001013659.3	19	37996841	37997840
NM_001320666.3	19	38146367	38147366
NM_001320667.3	19	38146367	38147366
NM_014898.4	19	38146367	38147366
NM_001320669.3	19	38146367	38147366
NM_001320670.3	19	38146367	38147366
NM_001320671.3	19	38146367	38147366
NM_001320668.3	19	38147163	38148162
NM_015073.3	19	38396848	38397847
NM_001042723.2	19	38923331	38924330
NM_000540.3	19	38923331	38924330
NM_001322033.2	19	39137289	39138288
NM_001411143.1	19	39137289	39138288
NM_004924.6	19	39137289	39138288
NM_001398.3	19	39322435	39323434
NM_024907.7	19	39466383	39467382
NR_104026.2	19	39466383	39467382
NM_001363687.2	19	39574008	39575007
NM_001004318.3	19	39574008	39575007
NM_001329559.2	19	39970478	39971477
NM_001001563.5	19	39970478	39971477
NM_003890.3	19	40440542	40441541
NM_001330511.1	19	40771259	40772258
NM_001626.6	19	40791253	40792252
NM_001243027.3	19	40791253	40792252
NM_001243028.3	19	40791253	40792252
NM_020971.3	19	40971908	40972907
NR_037775.1	19	41280442	41281441
NR_037791.1	19	41283124	41284123
NM_016154.5	19	41283152	41284151
NM_144732.5	19	41767462	41768461
NM_001321208.2	19	41769277	41770276
NM_007040.6	19	41769277	41770276
NM_001321211.2	19	41769986	41770985
NM_001301016.3	19	41769986	41770985
NM_001288773.3	19	42054886	42055885
NM_001394376.1	19	42636599	42637598
NM_001393935.1	19	42636599	42637598
NM_001394377.1	19	42636599	42637598
NM_001394378.1	19	42636599	42637598
NM_001207026.3	19	42636599	42637598
NM_001207025.4	19	42636599	42637598
NM_001393936.1	19	42636599	42637598
NM_002698.6	19	42636599	42637598
NM_001247994.3	19	42636599	42637598
NM_001393934.1	19	42681459	42682458
NM_133444.3	19	42723464	42724463
NM_001314033.3	19	42723464	42724463
NM_001410.3	19	42828787	42829786
NM_001271938.2	19	42828787	42829786
NM_002785.3	19	43530622	43531621
NM_203287.2	19	43530622	43531621
NM_001113410.2	19	43530622	43531621
NM_031451.5	19	43891763	43892762
NM_001005376.3	19	44174322	44175321
NM_002659.4	19	44174322	44175321
NM_001301037.2	19	44174322	44175321
NM_001005377.3	19	44174322	44175321
NM_001288763.2	19	44303999	44304998
NM_001031749.3	19	44306600	44307599
NM_182573.3	19	44324787	44325786
NR_184050.1	19	44405018	44406017
NM_003425.4	19	44439435	44440434
NM_013361.6	19	44555189	44556188
NR_186815.1	19	45228448	45229447
NR_186813.1	19	45221923	45222922
NR_186814.1	19	45228449	45229448
NM_002856.3	19	45348554	45349553
NM_001042724.2	19	45348554	45349553
NM_001282176.2	19	45456842	45457841
NM_001282175.2	19	45457250	45458249
NM_001294.4	19	45457637	45458636
NM_019121.2	19	45595437	45596436
NM_001382422.1	19	45748666	45749665
NM_175875.5	19	46272511	46273510
NM_001012643.4	19	46405872	46406871
NM_001002915.3	19	46650039	46651038
NM_001135113.2	19	46650495	46651494
NR_172902.1	19	47104174	47105173
NR_172903.1	19	47104174	47105173
NM_004491.5	19	47363254	47364253
NM_015168.2	19	47617034	47618033
NM_001145713.2	19	47633092	47634091
NM_001145714.2	19	47633092	47634091
NM_005500.3	19	47633092	47634091
NR_027280.2	19	47633092	47634091
NM_001271749.2	19	47834432	47835431
NM_018485.3	19	47839352	47840351
NM_015063.3	19	47975151	47976150
NM_000234.3	19	48673602	48674601
NM_001320970.2	19	48673602	48674601
NM_001289064.2	19	48673602	48674601
NM_001320971.2	19	48673602	48674601
NM_001289063.2	19	48673602	48674601
NR_135497.2	19	48673602	48674601
NR_110296.2	19	48673602	48674601
NR_135500.2	19	48673602	48674601
NR_135498.2	19	48673602	48674601
NR_135499.2	19	48673602	48674601
NR_135501.2	19	48673602	48674601
NM_001351787.2	19	48759170	48760169
NR_147707.1	19	48759204	48760203
NM_001351783.2	19	48759170	48760169
NM_001351782.2	19	48759170	48760169
NM_001184900.3	19	48759170	48760169
NM_001184902.2	19	48759170	48760169
NM_001351790.2	19	48759170	48760169
NM_014959.5	19	48759170	48760169
NM_001351784.2	19	48759170	48760169
NM_001351792.2	19	48759170	48760169
NM_001351789.2	19	48759170	48760169
NM_001351786.2	19	48759170	48760169
NM_001351788.2	19	48759170	48760169
NM_001351791.2	19	48759170	48760169
NM_001184904.2	19	48759170	48760169
NM_006801.3	19	48894809	48895808
NR_004401.2	19	49140296	49141295
NM_006184.6	19	49402569	49403568
NM_001321285.2	19	49660049	49661048
NM_001321283.2	19	49660049	49661048
NM_001321281.2	19	49660049	49661048
NM_001321282.2	19	49660049	49661048
NM_001195227.2	19	49660049	49661048
NM_017636.4	19	49660049	49661048
NM_014037.3	19	49828449	49829448
NM_020309.4	19	49944785	49945784
NM_001363649.2	19	50083814	50084813
NM_015953.5	19	50083814	50084813
NM_001270960.2	19	50083814	50084813
NM_001378485.1	19	50193105	50194104
NM_152359.3	19	50193373	50194372
NM_001378487.1	19	50193373	50194372
NM_001136052.3	19	50193373	50194372
NM_001378482.1	19	50193373	50194372
NM_001378488.1	19	50193373	50194372
NM_001199753.2	19	50193373	50194372
NM_001378486.1	19	50193373	50194372
NM_001199752.3	19	50193373	50194372
NM_001378483.1	19	50193373	50194372
NR_108072.2	19	50193373	50194372
NM_001378484.1	19	50193753	50194752
NM_052884.3	19	50464430	50465429
NM_001135163.1	19	50464430	50465429
NM_024729.4	19	50705879	50706878
NM_001077186.2	19	50705879	50706878
NM_001145809.2	19	50705879	50706878
NM_206538.4	19	50978764	50979763
NM_175063.6	19	50978764	50979763
NM_012315.2	19	51512849	51513848
NM_001297625.2	19	52799422	52800421
NM_001297624.2	19	52799422	52800421
NM_144684.4	19	52799422	52800421
NM_001291369.4	19	52931401	52932400
NM_001291368.4	19	52931401	52932400
NM_018260.3	19	53072540	53073539
NM_001172655.1	19	53072917	53073916
NM_030972.3	19	53233136	53234135
NM_001161499.2	19	53238298	53239297
NM_001161501.1	19	53238298	53239297
NM_001161500.2	19	53238298	53239297
NM_001277120.2	19	53360873	53361872
NM_001008801.2	19	53360873	53361872
NR_102299.2	19	53360873	53361872
NR_102301.2	19	53360873	53361872
NR_102300.2	19	53360873	53361872
NM_001385612.1	19	53758077	53759076
NM_001317998.2	19	53758077	53759076
NM_001385608.1	19	53758077	53759076
NM_001385611.1	19	53758127	53759126
NM_182609.4	19	53758127	53759126
NM_001348157.2	19	53867958	53868957
NM_001348156.2	19	53867958	53868957
NR_145447.2	19	53867958	53868957
NR_145445.2	19	53867958	53868957
NR_145446.2	19	53867958	53868957
